"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.jfree.data.general","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/general/DefaultKeyedValueDataset.java","3","53","The class 'DefaultKeyedValueDataset' has a total cyclomatic complexity of 22 (highest 8).","Design","CyclomaticComplexity"
"1","org.jfree.data.general","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/general/DefaultPieDataset.java","3","56","The class 'DefaultPieDataset' has a total cyclomatic complexity of 29 (highest 9).","Design","CyclomaticComplexity"
"1","org.jfree.data.general","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/general/WaferMapDataset.java","3","48","The class 'WaferMapDataset' has a total cyclomatic complexity of 29 (highest 4).","Design","CyclomaticComplexity"
"1","org.jfree.data.json.impl","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/json/impl/JSONValue.java","3","40","The class 'JSONValue' has a total cyclomatic complexity of 48 (highest 17).","Design","CyclomaticComplexity"
"1","org.jfree.data.statistics","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/statistics/BoxAndWhiskerCalculator.java","3","50","The class 'BoxAndWhiskerCalculator' has a total cyclomatic complexity of 21 (highest 12).","Design","CyclomaticComplexity"
"1","org.jfree.data.statistics","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/statistics/BoxAndWhiskerItem.java","3","48","The class 'BoxAndWhiskerItem' has a total cyclomatic complexity of 26 (highest 12).","Design","CyclomaticComplexity"
"1","org.jfree.data.statistics","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java","3","38","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.data.statistics","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java","3","55","The class 'DefaultBoxAndWhiskerCategoryDataset' has a total cyclomatic complexity of 90 (highest 12).","Design","CyclomaticComplexity"
"1","org.jfree.data.statistics","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/statistics/DefaultBoxAndWhiskerXYDataset.java","3","38","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.data.statistics","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/statistics/DefaultBoxAndWhiskerXYDataset.java","3","54","Possible God Class (WMC=50, ATFD=22, TCC=21.937%)","Design","GodClass"
"3","org.jfree.data.statistics","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/statistics/DefaultBoxAndWhiskerXYDataset.java","3","54","The class 'DefaultBoxAndWhiskerXYDataset' has a total cyclomatic complexity of 50 (highest 6).","Design","CyclomaticComplexity"
"1","org.jfree.data.statistics","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/statistics/DefaultMultiValueCategoryDataset.java","3","37","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.data.statistics","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/statistics/DefaultMultiValueCategoryDataset.java","3","57","The class 'DefaultMultiValueCategoryDataset' has a total cyclomatic complexity of 44 (highest 10).","Design","CyclomaticComplexity"
"1","org.jfree.data.statistics","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/statistics/DefaultStatisticalCategoryDataset.java","3","59","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.data.statistics","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/statistics/DefaultStatisticalCategoryDataset.java","3","76","The class 'DefaultStatisticalCategoryDataset' has a total cyclomatic complexity of 86 (highest 23).","Design","CyclomaticComplexity"
"1","org.jfree.data.statistics","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/statistics/HistogramDataset.java","3","40","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.data.statistics","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/statistics/HistogramDataset.java","3","61","Possible God Class (WMC=49, ATFD=32, TCC=10.000%)","Design","GodClass"
"3","org.jfree.data.statistics","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/statistics/HistogramDataset.java","3","61","The class 'HistogramDataset' has a total cyclomatic complexity of 49 (highest 9).","Design","CyclomaticComplexity"
"1","org.jfree.data.statistics","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/statistics/Regression.java","3","45","The class 'Regression' has a total cyclomatic complexity of 43 (highest 17).","Design","CyclomaticComplexity"
"1","org.jfree.data.statistics","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/statistics/SimpleHistogramBin.java","3","50","The class 'SimpleHistogramBin' has a total cyclomatic complexity of 36 (highest 7).","Design","CyclomaticComplexity"
"1","org.jfree.data.statistics","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/statistics/SimpleHistogramDataset.java","3","59","The class 'SimpleHistogramDataset' has a total cyclomatic complexity of 46 (highest 7).","Design","CyclomaticComplexity"
"1","org.jfree.data.statistics","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/statistics/Statistics.java","3","48","Possible God Class (WMC=53, ATFD=36, TCC=0.000%)","Design","GodClass"
"2","org.jfree.data.statistics","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/statistics/Statistics.java","3","48","The class 'Statistics' has a total cyclomatic complexity of 53 (highest 7).","Design","CyclomaticComplexity"
"1","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/Day.java","3","56","The class 'Day' has a total cyclomatic complexity of 33 (highest 4).","Design","CyclomaticComplexity"
"1","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/DynamicTimeSeriesCollection.java","3","38","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/DynamicTimeSeriesCollection.java","3","62","Possible God Class (WMC=94, ATFD=13, TCC=5.548%)","Design","GodClass"
"3","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/DynamicTimeSeriesCollection.java","3","62","The class 'DynamicTimeSeriesCollection' has a total cyclomatic complexity of 94 (highest 11).","Design","CyclomaticComplexity"
"1","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/FixedMillisecond.java","3","48","The class 'FixedMillisecond' has a total cyclomatic complexity of 24 (highest 5).","Design","CyclomaticComplexity"
"1","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/Hour.java","3","50","The class 'Hour' has a total cyclomatic complexity of 38 (highest 5).","Design","CyclomaticComplexity"
"1","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/Millisecond.java","3","51","The class 'Millisecond' has a total cyclomatic complexity of 36 (highest 8).","Design","CyclomaticComplexity"
"1","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/Minute.java","3","50","The class 'Minute' has a total cyclomatic complexity of 38 (highest 6).","Design","CyclomaticComplexity"
"1","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/Month.java","3","51","Possible God Class (WMC=54, ATFD=16, TCC=0.000%)","Design","GodClass"
"2","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/Month.java","3","51","The class 'Month' has a total cyclomatic complexity of 54 (highest 10).","Design","CyclomaticComplexity"
"1","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/MovingAverage.java","3","47","The class 'MovingAverage' has a total cyclomatic complexity of 38 (highest 13).","Design","CyclomaticComplexity"
"1","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/Quarter.java","3","52","The class 'Quarter' has a total cyclomatic complexity of 41 (highest 5).","Design","CyclomaticComplexity"
"1","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/RegularTimePeriod.java","3","37","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/RegularTimePeriod.java","3","56","The class 'RegularTimePeriod' has a total cyclomatic complexity of 26 (highest 8).","Design","CyclomaticComplexity"
"1","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/Second.java","3","50","The class 'Second' has a total cyclomatic complexity of 41 (highest 8).","Design","CyclomaticComplexity"
"1","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/SimpleTimePeriod.java","3","49","The class 'SimpleTimePeriod' has a total cyclomatic complexity of 21 (highest 7).","Design","CyclomaticComplexity"
"1","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/TimePeriodValues.java","3","56","The class 'TimePeriodValues' has a total cyclomatic complexity of 45 (highest 13).","Design","CyclomaticComplexity"
"1","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/TimePeriodValuesCollection.java","3","37","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/TimePeriodValuesCollection.java","3","59","The class 'TimePeriodValuesCollection' has a total cyclomatic complexity of 44 (highest 7).","Design","CyclomaticComplexity"
"1","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/TimeSeries.java","3","38","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/TimeSeries.java","3","69","Possible God Class (WMC=160, ATFD=72, TCC=10.015%)","Design","GodClass"
"3","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/TimeSeries.java","3","69","The class 'TimeSeries' has a total cyclomatic complexity of 160 (highest 12).","Design","CyclomaticComplexity"
"1","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/TimeSeriesCollection.java","3","37","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/TimeSeriesCollection.java","3","60","Possible God Class (WMC=74, ATFD=46, TCC=14.082%)","Design","GodClass"
"3","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/TimeSeriesCollection.java","3","60","The class 'TimeSeriesCollection' has a total cyclomatic complexity of 74 (highest 6).","Design","CyclomaticComplexity"
"1","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/TimeSeriesTableModel.java","3","48","The class 'TimeSeriesTableModel' has a total cyclomatic complexity of 28 (highest 6).","Design","CyclomaticComplexity"
"1","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/TimeTableXYDataset.java","3","38","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/TimeTableXYDataset.java","3","66","Possible God Class (WMC=52, ATFD=36, TCC=20.920%)","Design","GodClass"
"3","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/TimeTableXYDataset.java","3","66","The class 'TimeTableXYDataset' has a total cyclomatic complexity of 52 (highest 7).","Design","CyclomaticComplexity"
"1","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/Week.java","3","56","Possible God Class (WMC=68, ATFD=48, TCC=0.585%)","Design","GodClass"
"2","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/Week.java","3","56","The class 'Week' has a total cyclomatic complexity of 68 (highest 11).","Design","CyclomaticComplexity"
"1","org.jfree.data.time","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/Year.java","3","49","The class 'Year' has a total cyclomatic complexity of 32 (highest 5).","Design","CyclomaticComplexity"
"1","org.jfree.data.time.ohlc","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/ohlc/OHLCSeriesCollection.java","3","37","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.data.time.ohlc","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/time/ohlc/OHLCSeriesCollection.java","3","60","The class 'OHLCSeriesCollection' has a total cyclomatic complexity of 42 (highest 4).","Design","CyclomaticComplexity"
"1","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/CategoryTableXYDataset.java","3","59","The class 'CategoryTableXYDataset' has a total cyclomatic complexity of 33 (highest 4).","Design","CyclomaticComplexity"
"1","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/DefaultHighLowDataset.java","3","49","The class 'DefaultHighLowDataset' has a total cyclomatic complexity of 34 (highest 10).","Design","CyclomaticComplexity"
"1","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/DefaultIntervalXYDataset.java","3","57","The class 'DefaultIntervalXYDataset' has a total cyclomatic complexity of 40 (highest 11).","Design","CyclomaticComplexity"
"1","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/DefaultOHLCDataset.java","3","47","The class 'DefaultOHLCDataset' has a total cyclomatic complexity of 29 (highest 5).","Design","CyclomaticComplexity"
"1","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/DefaultTableXYDataset.java","3","39","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/DefaultTableXYDataset.java","3","61","Possible God Class (WMC=70, ATFD=13, TCC=30.303%)","Design","GodClass"
"3","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/DefaultTableXYDataset.java","3","61","The class 'DefaultTableXYDataset' has a total cyclomatic complexity of 70 (highest 7).","Design","CyclomaticComplexity"
"1","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/DefaultWindDataset.java","3","50","The class 'DefaultWindDataset' has a total cyclomatic complexity of 31 (highest 8).","Design","CyclomaticComplexity"
"1","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/DefaultXYDataset.java","3","56","The class 'DefaultXYDataset' has a total cyclomatic complexity of 35 (highest 10).","Design","CyclomaticComplexity"
"1","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/DefaultXYZDataset.java","3","54","The class 'DefaultXYZDataset' has a total cyclomatic complexity of 32 (highest 8).","Design","CyclomaticComplexity"
"1","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/IntervalXYDelegate.java","3","68","The class 'IntervalXYDelegate' has a total cyclomatic complexity of 45 (highest 6).","Design","CyclomaticComplexity"
"1","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/MatrixSeries.java","3","48","The class 'MatrixSeries' has a total cyclomatic complexity of 20 (highest 8).","Design","CyclomaticComplexity"
"1","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/MatrixSeriesCollection.java","3","54","The class 'MatrixSeriesCollection' has a total cyclomatic complexity of 23 (highest 4).","Design","CyclomaticComplexity"
"1","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/VectorSeriesCollection.java","3","37","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/VectorSeriesCollection.java","3","57","The class 'VectorSeriesCollection' has a total cyclomatic complexity of 22 (highest 3).","Design","CyclomaticComplexity"
"1","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/XIntervalSeriesCollection.java","3","60","The class 'XIntervalSeriesCollection' has a total cyclomatic complexity of 27 (highest 3).","Design","CyclomaticComplexity"
"1","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/XYBarDataset.java","3","47","The class 'XYBarDataset' has a total cyclomatic complexity of 29 (highest 5).","Design","CyclomaticComplexity"
"1","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/XYDataItem.java","3","48","The class 'XYDataItem' has a total cyclomatic complexity of 22 (highest 5).","Design","CyclomaticComplexity"
"1","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/XYIntervalSeriesCollection.java","3","59","The class 'XYIntervalSeriesCollection' has a total cyclomatic complexity of 29 (highest 4).","Design","CyclomaticComplexity"
"1","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/XYSeries.java","3","63","Possible God Class (WMC=108, ATFD=40, TCC=6.388%)","Design","GodClass"
"2","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/XYSeries.java","3","63","The class 'XYSeries' has a total cyclomatic complexity of 108 (highest 13).","Design","CyclomaticComplexity"
"1","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/XYSeriesCollection.java","3","37","High amount of different objects as members denotes a high coupling","Design","CouplingBetweenObjects"
"2","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/XYSeriesCollection.java","3","67","Possible God Class (WMC=88, ATFD=46, TCC=18.468%)","Design","GodClass"
"3","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/XYSeriesCollection.java","3","67","The class 'XYSeriesCollection' has a total cyclomatic complexity of 88 (highest 6).","Design","CyclomaticComplexity"
"1","org.jfree.data.xy","/home/loic/Téléchargements/jfreechart/src/main/java/org/jfree/data/xy/YIntervalSeriesCollection.java","3","57","The class 'YIntervalSeriesCollection' has a total cyclomatic complexity of 24 (highest 3).","Design","CyclomaticComplexity"
